created_at,tweet_id,tweet_text,screen_name,name,account_creation_date,urls,location,description
2020-10-10 05:41:16,1314803161400446977,@thesashaprofit Because he called for a screen from Danny Green and try to get a switch on Duncan Robinson setting up a pick and pop,TheNextBlGThing,Sasha Banks ̶S̶i̶t̶h̶ Simp Lord,Wed Jun 23 01:28:50 +0000 2010,[],LA,"Frank. 26. 🇵🇭. tweets about sasha banks, wrasslin, basketball, marvel, dc, anything I like. not a fan account. #MFFL #WHYNOT"
2020-10-10 05:41:15,1314803159374594050,RT @LakeShowYo: if Danny Green would’ve shot at Tupac he’d still be alive today,lucaszapata__,lucas,Sat Sep 24 03:16:29 +0000 2016,[],"California, USA",married to @blurriess & @vicnipple is my banner 🥰
2020-10-10 05:41:15,1314803159034929152,"RT @mldiffley: Nobody:

Danny Green: https://t.co/7inpQKXuzk",MrC_Reality,Yeng Badness,Thu Dec 15 15:18:12 +0000 2011,[],The Moon,
2020-10-10 05:41:15,1314803158682603520,RT @seb_lco: Yo solo digo que Jordan no se la hubiese pasado a Danny Green. https://t.co/sr65oECoaP,Jesus13JE,Jesús A.Especier,Sun Apr 07 22:37:21 +0000 2013,[],Guarenas Edo Miranda Venezuela,Mi Dios Padre Primero. Nací en Los Llanos De Apure Lo Mas Criollito Del Mapa Tal Vez No Tengo Lo Que Quiero Pero Aprecio Mucho Lo Que Tengo Actualmente Vivo En:
2020-10-10 05:41:15,1314803158644936704,Danny green hit the shot we not talkin bout shit,shocklitosway,Shockaveli,Sun May 09 23:11:35 +0000 2010,[],,
2020-10-10 05:41:15,1314803158514831360,"RT @sreekyshooter: the Lakers              the Holocaust
 hopes of                  Memorial in
  winning                        Berlin…",steliocon22,Stelio,Wed Sep 20 03:02:14 +0000 2017,[],"Winnipeg, Manitoba",I tweet for fun
2020-10-10 05:41:15,1314803157923491840,Danny Green sa maman,RobertMengue,Robert Mengue,Tue Jul 17 07:37:14 +0000 2012,[],,"Je suis en vie, je me dois de mener une existence qui vaille la peine d'être vécue.
Robson De Souza"
2020-10-10 05:41:15,1314803157470531584,"Ok i get it Danny Green was bad...
BUT Was it worse than JR Smith????

Think About It",VaultWarriorEJ,Commish Elote,Sun Jan 19 06:23:28 +0000 2014,[],"Houston, TX",This Frontline Shit Got Old Real Quick.
2020-10-10 05:41:15,1314803157239816193,RT @Mxhalla: LeBron when he sees Danny Green in the cafeteria #NBAFinals,ForMyAmbition,Kush Magnus,Tue Aug 30 23:37:14 +0000 2011,[],"Paterson, NJ","Find inner peace inside Heaven, find diamond piece inside Hell"
2020-10-10 05:41:14,1314803154962317313,"RT @marcussmartsta1: Lebron when he walks in tomorrow and sees 

Danny green 
Kuzma
Markief Morris 
Howard 
Caruso 

 https://t.co/VGtfJfP2…",harryy_011,B.a.d.e.x_🦍,Tue Aug 29 14:18:13 +0000 2017,[],IN MY ZONE😤,"Budding Lawyer, could’ve should’ve would’ve been a pro baller, Roadman🦍, South-west, Red devil🔴⚫️."
2020-10-10 05:41:14,1314803154714791936,"RT @espn: ""I wish he could have it again. I wish I could make a better pass. But you just live with it.""

—LeBron James on the game-winning…",swaaggdaddyy316,MC,Thu Apr 25 11:51:46 +0000 2013,[],,Jesus Christ is Lord☝️
2020-10-10 05:41:14,1314803154190385153,RT @RTNBA: Paul George watching Danny Green and Markieff Morris https://t.co/lwQJc9P7LF,chiefrugby94,chief,Sat Jan 04 00:20:37 +0000 2020,[],East Blue,Union Electrician. Local 477. Multi Genre Gamer. Anime Enthusiast.
2020-10-10 05:41:14,1314803154161004545,TANGINA DANNY GREEN WAG MO AKO GAYAHIN,slackyvon_,.,Tue May 24 16:03:02 +0000 2016,[],,DAMN. 1Z  K
2020-10-10 05:41:14,1314803153376874498,RT @DJZeeti: Kobe rolling in his grave no way he was passing Danny Green the ball,CallGuava,✞ Guava D ✞,Tue Oct 15 16:29:42 +0000 2013,[],336,fuck You looking at? #ncat
2020-10-10 05:41:14,1314803153192267777,Yes yes #HeatNation Yankees Duncan Robinson #NBAFinals   Morris Lakers Danny Green #TheHauntingofBlyManor WIDE OPEN https://t.co/rdEJUlxu59,zaddyass,Full Time Jikooker,Sun Sep 27 21:07:07 +0000 2020,[],,saved @
2020-10-10 05:41:14,1314803152600870912,RT @RamiahBalenYT: @BleacherReport Danny green trying to get into practice tomorrow https://t.co/9M6H2XMdPL,ethemmy,xaxaxa #KALTAKKIRAN,Sat Oct 03 22:45:26 +0000 2015,[],,couldn't look you in the eye.
2020-10-10 05:41:13,1314803151707475968,I never seen anyone more sorry then Danny Green holyyyyy fuck,abdek_f,Lakers in 5,Thu May 29 01:48:28 +0000 2014,[],"Ottawa, Canada | 613 ",🇩🇯|Talk to me nice🗣| Lakers💜💛
2020-10-10 05:41:13,1314803150897938432,RT @JrWave19: can’t trust a nigga named Danny green,TroyoNotez,That Ford Boy ™,Tue Oct 19 18:53:50 +0000 2010,[],,"USCA 15' #FHHP Ford Boy. U.S. Air Force. Associates in Logistics, B.A. in Business, Pursuing MBA LOADING..% GMAIL: troyonotez@gmail.com"
2020-10-10 05:41:13,1314803150633787393,Danny green la re concha de tu madre,SajukIvo,ivo,Wed May 28 22:34:33 +0000 2014,[],"Lanús Oeste, Argentina",
2020-10-10 05:41:13,1314803150331809793,"RT @SpikeReeds: TRUTH BE TOLD, if Bron did force it &amp; attempted basically a hook shot on 4 niggas and missed, the whole TL would’ve circled…",McCartneyW21,BIG Maurer Guy,Fri Nov 13 02:46:52 +0000 2015,[],STAY IN KNOX,bc money maurer is STAYING HOME and apparently so is everyone else (COVID-19 joke)
2020-10-10 05:41:13,1314803150315028480,RT @TraySold: Danny Green is the biggest scammer in America,KBO_XXV,K.BO 25,Wed Jun 24 18:38:33 +0000 2015,[],,#BlackLivesMatter
2020-10-10 05:41:13,1314803148574388225,RT @BroGotchu: this how Danny Green gon wake up tomorrow https://t.co/mxD5efkgMf,_MrBong,My King,Sun Jan 17 21:22:59 +0000 2010,[],in the burbs smoking herbs ,"GK Filmz 
Skater Nation
MpSkate
Zulluminati Battles 🔥
BLUNTWIDDIT
HookahHolics"
2020-10-10 05:41:13,1314803148435918848,"RT @scruched: Bronny: “On the games last possession, make sure to leave Danny Green open” https://t.co/hfSir0FOTB",row_atk,Rowan A,Thu Jul 13 02:46:19 +0000 2017,[],,
2020-10-10 05:41:12,1314803147949264897,RT @AmirHKhan23: The last time Danny Green had the ball during a NBA Finals clinching game... https://t.co/rfgA5W2OI8,MiniMeSmitty18,🌴Dερrεssεđ Hεαđßαƞđ 𝘾Ɉ🌹,Fri May 17 02:30:51 +0000 2013,[],Emerald City💎,We Move 🌊 God Got Me ✞ ⇝ #GoDucks🦆GRS🏝 #RipCity #Seahawks
2020-10-10 05:41:12,1314803147844456448,RT @goodmiad: danny green really just be on the court for the vibes lmfao,BruceBranstad,Bruce ⏳🐬,Mon Oct 24 00:41:03 +0000 2011,[],,Reseda 2016👨🏻‍🎓. CSUMB 2020 Alumni🎓. B.S. Marine Science🦐🦈🐳🐠🐟🐋🐊🐡🐬🦑🐙🐢. R.N.💜. I play 🏀🏐 #BLM
2020-10-10 05:41:12,1314803147789959169,RT @KOT4Q: I never want to see Danny Green walk into a mid range ever again.,Sufz__,jeune étoile,Sun Jun 24 08:44:43 +0000 2012,[],"London, England",🤪
2020-10-10 05:41:12,1314803147647320065,RT @HoodieIsaiah: Danny Green taking the last shot? Put the Trophy away https://t.co/Ebiv6ZOkFZ,PlanetAfreeka,PlanetAfreeka,Sat Jul 04 08:28:37 +0000 2009,[],"California, USA",Health is Wealth but money is nice.
2020-10-10 05:41:12,1314803147643269121,"Danny Green is there to make sure LeBron doesn't win, he's been Kawhi's right hand man since Spurs 🤷🏾‍♂️",F4TSO,Aspiring abuti o mo nice🐍,Tue Sep 11 14:38:46 +0000 2012,[],Midrand-Polokwane ,"24/8 || WiN WiN WiN ||
Every Season's 5 Footer ||
Ball Is Life! 🏀||
The Actuary 💹📉📈||
The illustrator🖌️🗿 ||
The Code Breaker 👨‍💻||"
2020-10-10 05:41:12,1314803146904891392,"RT @Malik_P023: I reactivated my twitter just to talk shit about Danny Green, I been silent way too long. He need wash his jersey and fold…",burnt_Mexican,brain,Mon Jul 16 21:34:41 +0000 2012,[],Hurt,my brown so woke
2020-10-10 05:41:12,1314803146804391936,RT @ramonashelburne: Danny Green missed his Steve Kerr/Paxson moment 😳,ThaRealCJayy,4PF🐐,Thu Sep 22 22:48:40 +0000 2016,[],YoBabyMommaHouse,GLOBAL🛫🌍U.S. Army🇺🇸 Cashoutclayy 👻
2020-10-10 05:41:12,1314803146229768192,RT @CPerry404: LeBron to Danny Green and Keef after tonight: https://t.co/uhMJLGLkjB,rafertheprince,CBREEZY2.0 ❼,Thu Mar 19 04:24:02 +0000 2015,[],DMV,19.||Athlete🏆||Baller🏀||Singer🎤/Rapper📀|| ||CHFHS C/o 19’🎓||SJU23||Millionare in da making👑||amosc👻: rayj.578||
2020-10-10 05:41:12,1314803146015690752,"RT @SASBurnerAcct: “Open shot, fate of the universe on the line or the martians have the  death beam pointed at earth you better hit it-“…",ozzyyxvii,ozzy,Sat Sep 09 16:33:32 +0000 2017,[],"Las Vegas, NV",702 🎰🇲🇽
2020-10-10 05:41:12,1314803145176825856,RT @cloudfesti: Kobe watching Danny green take the shot with the game on the line https://t.co/xvhzUawwXs,enriqueeeangel,iniesta,Fri Apr 11 20:58:15 +0000 2014,[],,IG: enrique_angel98
2020-10-10 05:41:12,1314803145139085313,RT @ghostfacequilla: danny green had a wiiiiiiide open 3 to win the title and front rimmed it. BOOOOOO,TooFarFetched,Mike Dubb,Sun Apr 26 16:14:13 +0000 2009,[],,
2020-10-10 05:41:12,1314803144367443968,@famouslos32 If he had went for this shot and missed you would have said “ he ain’t Kobe or mj” stfu already your l… https://t.co/Bw8pXBFH4A,ogkrampus_,OG 🌊💫,Fri Jun 24 19:13:45 +0000 2016,"[{'url': 'https://t.co/Bw8pXBFH4A', 'expanded_url': 'https://twitter.com/i/web/status/1314803144367443968', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",,whatever don’t kill you makes you stronger. HTX🚀🤘🏾 #BLM 👊🏾
2020-10-10 05:41:11,1314803143423619073,"RT @CountOn24: Kuzma and Danny Green...

https://t.co/kiFYFN2Vg4",Dro_Hannah,Keith Camp,Tue Mar 16 03:15:21 +0000 2010,[],Impervious,"I'm proud of me #ThankGod  co-founder of Melanin Minerals, LLC. and Be Blunt Consulting, LLC. https://t.co/Jn4E1sw1Bh"
2020-10-10 05:41:11,1314803143205552129,RT @titoiam: Danny Green right now: https://t.co/8uMxXb9bwm,AirMax1963,Lorraine Crawford,Wed Sep 24 04:36:37 +0000 2014,[],City of Angles,"God is the joy of my life! Rest in Paradise Mama 🙏🏾👑PROUD MOM OF #1 MVSU MY MVP, and 3 others I ❤🏈and 👟"
2020-10-10 05:41:11,1314803142853234688,"RT @7Dniggah: Danny Green: its okay we’ll get em next ga-
The Lakers: https://t.co/gNOvfsv7ST",genaro_mendoza,genaro2spooky👻,Mon Jul 11 02:30:52 +0000 2011,[],,A.V.G☺️❤️ SnapChat: genaro103
2020-10-10 05:41:11,1314803142765223937,Danny green really don’t deserve any rings that man is hot ass,GuwopManny,🦅,Wed Nov 04 00:51:14 +0000 2009,[],"Lanham, MD","beat the odds, do numbers and remain humble."
2020-10-10 05:41:11,1314803142203187200,RT @LakeShowYo: When I die I want DANNY GREEN to attend my funeral &amp; lower me into my grave so he can let me down one last time.,Will_Fontana29,Will Fontana,Sat Jan 27 01:00:41 +0000 2018,[],"Olmsted Falls, OH",SROS
2020-10-10 05:41:11,1314803142102577152,@AnthonyIrwinLA @2KFatiguesOff Danny Green with the slightly late,JashiTheYetti,BigBandsNoHanz,Sat May 05 19:59:14 +0000 2018,[],"Bronx, NY",
2020-10-10 05:41:11,1314803141033046016,i cant lie that danny green shot was too funny aint finna say i woulda made it but they call that man deadshot,__klay,klay,Mon May 04 18:01:42 +0000 2020,[],,das why im movin retarded
2020-10-10 05:41:11,1314803140743569408,"RT @PrinceMarcus_27: ""Is this Danny Green? The same Danny Green who misses wide-open shots with the game on the line the same Danny Green w…",BiggLynch,BIGGLYNCH,Tue Jun 16 02:41:29 +0000 2009,[],Boston Ma ,Father first 2 girls 💯 ☘️ NBA/Celtics fan. 2K21 BiggLynch - Anime = life naruto/DBZ/super 🐉 gaming Legends/xenoverse 2/Kakarot - Eminem = Rap god
2020-10-10 05:41:11,1314803140479406080,If we had that San Antonio Spurs Danny Green; we win the game 🤷🏾‍♂️,steviesIntrlude,DONT STOP PROTESTING FOR CHANGE,Thu Jul 16 15:11:15 +0000 2009,[],Texas,If she look; she took. Protect black women at all costs. NUPE♦️#RILKOBE
2020-10-10 05:41:11,1314803140139646976,"danny green: “sorry i let you down king”

lebron: “its okay bro. youll have plenty of opportunities to make that sh… https://t.co/Rtf9QbVk1t",riceshrimpfried,simp fried rice,Thu Aug 24 04:16:13 +0000 2017,"[{'url': 'https://t.co/Rtf9QbVk1t', 'expanded_url': 'https://twitter.com/i/web/status/1314803140139646976', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","Columbia, MO",mf loner 🥺🥡
2020-10-10 05:41:10,1314803139522908161,RT @Mxhalla: LeBron when he sees Danny Green in the cafeteria #NBAFinals,KATTHABRATT,𝓚𝓪𝓽𝓽 ♛,Mon Aug 20 12:58:00 +0000 2018,[],"California, USA",Psalm 73:26 🌻 IG/blasian.doll_ SC/charming_kayy
2020-10-10 05:41:10,1314803139237875712,RT @Jah2Solid: Kobe coming down from heaven to beat Danny green ass https://t.co/PdtK2wJCAu,ShundoHundo,Senbonzakura,Thu Feb 02 04:07:47 +0000 2017,[],,need some titties in my face / Women suck
2020-10-10 05:41:10,1314803138034126848,RT @RTNBA: Paul George watching Danny Green and Markieff Morris https://t.co/lwQJc9P7LF,StillCush,Björn,Fri Mar 15 21:07:19 +0000 2013,[],Unknown,
2020-10-10 05:41:10,1314803137874735104,RT @Antcsz: Danny green and morris heading to the locker room https://t.co/EjzNE7meMm,1soDior,So.Dior,Fri Jul 10 16:31:09 +0000 2020,[],"Tottenham, London 🇬🇧",🐍💕
2020-10-10 05:41:10,1314803137224478723,@diamondringjoke a podcast of just saying danny green fucking sucks,_ilykevin_,-_-,Tue Mar 31 06:23:17 +0000 2015,[],"Los Angeles, CA",
2020-10-10 05:41:10,1314803137035681794,RT @trevor_norris0: Danny Green everytime he gets a wide open shot  https://t.co/ZuyszfdOPB,dm_huhhh,Mark By Evans,Wed Feb 25 04:09:46 +0000 2015,[],The ES,"I never changed though, I'm just a new version of old me | In God I Trust | HU’24🏴‍☠️⚓️"
2020-10-10 05:41:10,1314803136834363392,"RT @7Dniggah: Danny Green: its okay we’ll get em next ga-
The Lakers: https://t.co/gNOvfsv7ST",MarkALagazon,Mark Alvin Lagazon,Sat Jul 19 03:25:43 +0000 2014,[],"Los Angeles, CA",Thanks for coming to my TedTalk
2020-10-10 05:41:10,1314803136750551040,RT @theScore: ‘I was able to draw 2 defenders below the FT line &amp; find one of our shooters for a wide open 3 to win a championship. I trust…,PodBoutNothin,PBN 🤷🏾‍♂️,Wed Feb 28 03:58:49 +0000 2018,[],"nashville, tn",“Podcast Bout Nothin”🤷🏾‍♂️ 🤯can be listened to throughout iPhone Podcast app. & Google Play Music 😱please sub & listen and comment🤩 #WeAintBoutNothin
2020-10-10 05:41:10,1314803136717037569,"RT @stfhbn: 2nd Donkey of the Day:
DANNY GREEN AND MARKIEFF MORRIS. 3/8 FROM FG, 0/2 FG, BOTH OF YOU ARE GONE NEXT SEASON. https://t.co/BzH…",ymym2015,صالح KDB,Sun Apr 15 14:04:08 +0000 2012,[],"القصيم, المملكة العربية السعود","‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏لا اله الا الله ‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎#الاتحاد ‎‎‎@mancity
‎‎‎#nba ‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎"
2020-10-10 05:41:10,1314803136423493632,RT @LakeShowYo: if Danny Green would’ve shot at Tupac he’d still be alive today,megarock327,Lorenzo Carter,Wed Aug 10 16:52:57 +0000 2016,[],"Mobile, AL",
2020-10-10 05:41:10,1314803135458672642,tapi fuck danny green sebb miss the open shot,joyazms,Joy,Mon Dec 10 10:00:08 +0000 2018,[],,autophobia
2020-10-10 05:41:09,1314803134732988416,RT @LakeShowYo: if Danny Green would’ve shot at Tupac he’d still be alive today,Treydont_tweet,Tr3y,Mon Apr 14 03:19:58 +0000 2014,[],Tx,🃏
2020-10-10 05:41:09,1314803134276001792,RT @WannaBeReeceSr: That nigga danny green could’ve been a hero😂😂 https://t.co/X7VxtZZM4O,1xquizz,Quiz,Sat Feb 15 22:18:43 +0000 2020,[],"Philadelphia, PA",
2020-10-10 05:41:09,1314803133596356608,RT @HoodieIsaiah: Danny Green taking the last shot? Put the Trophy away https://t.co/Ebiv6ZOkFZ,auzheimers,auzama been laden,Tue May 08 12:51:53 +0000 2012,[],"Tacloban City, Philippines",UP
2020-10-10 05:41:09,1314803132002701314,RT @30SECVlDEOS: *Danny Green with a wide open 3 to win the NBA Championship* https://t.co/CuxIlvIQq2,Mikey_Ness,The Phenomenal,Sat Aug 18 23:48:47 +0000 2012,[],"Illinois, USA",4.93 Uber rating
2020-10-10 05:41:09,1314803131952267264,RT @verissjunior: Kobe vendo o Danny Green errando a bola decisiva sozinho https://t.co/nMS37Wiads,_leufrasio,Leonardo Eufrasio,Fri Jul 21 01:59:00 +0000 2017,[],,Localiza Aí!!
2020-10-10 05:41:09,1314803131461464067,"RT @JoshEberley: Danny Green in the 2013 finals vs. LeBron: 55.1% from 3.

Danny Green in the 2020 finals as LeBron’s teammate: 25.8% from…",KING_LEON_,Lame Leon,Wed Aug 17 07:43:37 +0000 2011,[],Detroit MI  Phoenix AZ,I'm the big homie you can't lil bro me dog
2020-10-10 05:41:08,1314803130698170368,"RT @DragonflyJonez: I really thought, just for a microsecond, that Danny Green just *might* *possibly* have had his Disney movie moment wit…",kvnyon,bread makes you fat???,Wed Apr 16 22:02:17 +0000 2014,[],,cle // morehouse // 1914
2020-10-10 05:41:08,1314803130467573760,"RT @LakerIsLife: Markieff Morris, Danny Green, &amp; Kyle Kuzma just ruined a All-Time Great LeBron James performance 🤦🏽‍♂️ https://t.co/BsjTHb…",SixKeeHH,🖤,Fri Feb 03 18:11:24 +0000 2012,[],"Beverly Hills, CA",CEO of @HeavyHu2tle #MikeLarryWorld🖤
2020-10-10 05:41:08,1314803130228326401,"RT @overtimemary: Markieff Morris: Nice shot! 
Danny Green: Nice pass! https://t.co/E78UuOxOAw",DamianFlacko,Damian Flacko🙏🏻,Sun Nov 24 17:32:19 +0000 2013,[],Whittier Dog Park😋,
2020-10-10 05:41:08,1314803129754378240,RT @albert12798: who’s the danny green of twitter,JoshuaOnYT,your mom,Tue Jul 26 16:25:17 +0000 2016,[],house of pain,pain
2020-10-10 05:41:08,1314803129238671365,RT @Jah2Solid: If Danny Green shot Tupac he’d still be alive,prettyboytrin,k,Fri Feb 01 19:57:31 +0000 2019,[],"Maryland, USA",
2020-10-10 05:41:08,1314803128886276101,"RT @7Dniggah: Danny Green: its okay we’ll get em next ga-
The Lakers: https://t.co/gNOvfsv7ST",common_lingo,Elijah Escobar🔗,Mon Nov 26 13:53:59 +0000 2012,[],Hyperbolic Chamber,Elijah Escobar Parody Account♟ https://t.co/2B9A3jw5Bf
2020-10-10 05:41:08,1314803128366104578,RT @RealJayWilliams: Yes Danny Green was open but I don’t care what no one says... Bron needed to shoot that shot. PERIOD.,will_hoodie,Will Scott,Sun Apr 20 02:04:41 +0000 2014,[],"Long Beach, CA",I’m in my bag never in my feelings
2020-10-10 05:41:08,1314803127485423618,RT @Jah2Solid: If Danny Green shot Tupac he’d still be alive,_angelkid_,ron ron🐳,Sun Jul 07 22:18:30 +0000 2019,[],,It really do be like that sometimes
2020-10-10 05:41:07,1314803126654980097,RT @Packsmokee: yo Danny Green... Stop Talkin.... Snoop Dogg Spittin https://t.co/mMXZKlQv42,RingotheDingo,RingotheDingo,Tue Jun 09 03:11:33 +0000 2009,[],,I come from the land down under 🎶
2020-10-10 05:41:07,1314803126038409216,"RT @cantguardsam: Danny Green: *Wide Open* 
LeBron James: *Wide Open* 

Markieff Morris: 
 https://t.co/cHQZzBVl4z",Karami_loveee,Karami 🌹,Sat Dec 31 20:16:09 +0000 2011,[],Houston to Dallas.TxSU Alumna.,"it rhymes with Jeremy, not salami."
2020-10-10 05:41:07,1314803125694406661,RT @RTNBA: LeBron when he sees Danny Green and Markieff Morris in the locker room https://t.co/oHAUfSq6TS,kvngunter,𝙗𝙧𝙮𝙖𝙣,Tue Jul 11 06:07:36 +0000 2017,[],"El Paso, TX",bahs 21’
2020-10-10 05:41:07,1314803124377444353,RT @RTNBA: LeBron when he sees Danny Green and Markieff Morris in the locker room https://t.co/oHAUfSq6TS,aje604125,AJ,Fri Jun 07 02:48:30 +0000 2013,[],"Chicago, IL",I can do all things through Christ who strengthens me - Phil 4:13
2020-10-10 05:41:07,1314803124176117765,RT @RealJayWilliams: Yes Danny Green was open but I don’t care what no one says... Bron needed to shoot that shot. PERIOD.,RobP32,Rob P,Fri Jul 16 16:22:09 +0000 2010,[],"Cleveland, OH",🇲🇰 @ThePLeague1
2020-10-10 05:41:07,1314803124033314816,@ChillAssDRe Man niggas gotta play a whole nother game cuz Danny green a asshole,Bfreenohogtie,1 more till 17,Thu Oct 17 12:33:04 +0000 2019,[],,Just here so I don’t get fined. Let me tweet in peace 😤
2020-10-10 05:41:07,1314803122884153344,"RT @Kasmix21: LeBron: Danny you got this, right?

Danny Green: 

#MIAvsLAL #NBAFinals https://t.co/T5X61kdvfH",SlICk_FyE,Anshar Walker,Sat Jan 04 21:47:04 +0000 2014,[],,IG: icey__dicey SC: slick_fye
2020-10-10 05:41:06,1314803122708111361,#HeatNation Yankees Duncan @   Robinson #NBAFinals   Morris Lakers Danny Green #TheHauntingofBlyManor WIDE OPEN https://t.co/BIpChkGXEJ,jkpoze,ella,Mon Oct 05 05:07:35 +0000 2020,[],,mess‼️
2020-10-10 05:41:06,1314803122687025154,RT @RamiahBalenYT: @BleacherReport Danny green trying to get into practice tomorrow https://t.co/9M6H2XMdPL,jordan2s40,Jordan Rodriguez,Tue Mar 11 03:54:39 +0000 2014,[],,Dont lose your dinosaur - Stepbrothers
2020-10-10 05:41:06,1314803122506735617,RT @rdcburner: Danny Green gimme your ring https://t.co/nBS7xE7dV0,ols_p,zx,Sat Feb 09 18:18:52 +0000 2013,[],"Vibes&All, Mars",God forgive me
2020-10-10 05:41:06,1314803121407713280,RT @30SECVlDEOS: *Danny Green with a wide open 3 to win the NBA Championship* https://t.co/CuxIlvIQq2,stephyie00,stefhunie,Thu Jul 10 18:51:44 +0000 2014,[],,be kind.                                                    🇰🇪 🇦🇺
2020-10-10 05:41:06,1314803121378471939,"RT @zachkram: Best career 3-point percentage in the Finals (min. 50 attempts):

1. Shane Battier, 49%
2. Kevin Durant, 45%
3. Ray Allen, 43…",threepeatbulls,Austin,Sun Jul 02 21:05:53 +0000 2017,[],,Chicago Bulls Fan I Not affiliated with the Chicago Bulls/NBA I SeatGeek Code: THREEPEATBULLS I @PlayoffMJ
2020-10-10 05:41:06,1314803121240104960,"Lebron: Danny did you Fr fucking miss
Danny Green: https://t.co/evN2hAt6SV",AJB11ERA,𝓙𝓸𝓼𝓱🥺,Sun Aug 10 23:03:33 +0000 2014,[],B. A. A. T. ,FAN ACCOUNT •IFB •21 •@ByardWRLD •@Just_Wurke •@Brown1Arthur •@yg_trece •@stylebender •@Titans #Titans •@LAClippers
2020-10-10 05:41:06,1314803120967430144,@djstephfloss Naw he passed it to Danny green 😂😂😂(you right homie) I just hate Danny green 😂😂😂,johnjr9119,ignorance is bliss,Fri Apr 17 13:39:36 +0000 2015,[],,
2020-10-10 05:41:06,1314803120849981441,RT @RipTwerky: @DGreen_14 Wait till I tell him about bubble Danny Green 😈😈 https://t.co/RelUX86W4e,KamiFreezy,KamiFreezy,Sun Feb 11 00:11:52 +0000 2018,[],,
2020-10-10 05:41:06,1314803120724078597,RT @Packsmokee: yo Danny Green... Stop Talkin.... Snoop Dogg Spittin https://t.co/mMXZKlQv42,Sunflowrauhl,Steph | BLM 🏳️‍🌈,Thu Aug 04 17:32:45 +0000 2011,[],"Los Angeles, CA | 22 | She/Her","🏳️‍🌈 “Soup, Sex, and Sun Salutations” -H. 🌻"
2020-10-10 05:41:06,1314803119864377345,RT @sirjojo3: Kobe watching danny green miss the wide open 3 for the championship in the mamba jersey https://t.co/ZnnwZIdmOV,row_atk,Rowan A,Thu Jul 13 02:46:19 +0000 2017,[],,
2020-10-10 05:41:06,1314803119428042758,RT @JoeBuddenFit: Danny Green https://t.co/NIhiQ7kTZj,YungLakey,9⚡️,Mon Jun 08 21:30:42 +0000 2009,[],wishyouknewville U.S.A.,further explore ..you'll find me in all my entrity CSUSB Alumni
2020-10-10 05:41:06,1314803119088439297,RT @ramonashelburne: Danny Green missed his Steve Kerr/Paxson moment 😳,_2Tone,FAT TONE,Mon Sep 08 00:38:57 +0000 2014,[],,316 🌻| YouTuber
2020-10-10 05:41:06,1314803118698377216,RT @SamuelLJackson: DANNY FUCKING GREEN???!!!😡😡😡😡😡,_xLakers,Lake Show,Thu Nov 21 00:05:35 +0000 2019,[],,Laker Nation 👑
2020-10-10 05:41:05,1314803118090137600,RT @SKTV_: Danny Green gon look in his mirror and see Kobe staring back like https://t.co/T6yAYtjL8u,Malik_Rodriguez,Malik™,Sat May 23 01:39:17 +0000 2009,[],"Chicago, IL",Poly Prep Country Day ‘12 // Ohio University ‘17 // Former D1 & NFL Prospect // Strength & Conditioning Coach and Personal Trainer
2020-10-10 05:41:05,1314803117964304385,RT @LALPrime: Danny Green and Markieff Morris trying to get into the Lakers practise facility tomorrow: https://t.co/EO7dQC1WHb,LuisCal845,New York Giants GM Luis📈,Wed Apr 30 02:29:57 +0000 2014,[],Hidden Leaf ,@Giants @okcthunder #GiantsPride #ThunderUp #VivaBarca #ALLIN
2020-10-10 05:41:05,1314803117767249920,"RT @espn: ""I wish he could have it again. I wish I could make a better pass. But you just live with it.""

—LeBron James on the game-winning…",Khubyy,Balázs Kubinyi,Sat Feb 12 13:33:16 +0000 2011,[],Hungary,"Not for the money,Not for the fame,Just for the game! #workhardplayharder #behumbledbutletdamotherfuckersknow"
2020-10-10 05:41:05,1314803116554899457,RT @0_oBrB: Snoop Dogg feel how I and a TON of Lakers fans feel right now about Danny Green this postseason...its either a lack of focus or…,BarryR96,flomillishit,Tue Dec 11 05:07:22 +0000 2012,[],,
2020-10-10 05:41:05,1314803115628081152,RT @RamiahBalenYT: @BleacherReport Danny green trying to get into practice tomorrow https://t.co/9M6H2XMdPL,JBayama,Jeremie Bayama,Sun Dec 30 23:26:55 +0000 2018,[],"Lyon, France",
2020-10-10 05:41:05,1314803115431022593,RT @TotalProSports: DANNY GREEN FOR THE WIN... https://t.co/WJvG7UeM1P,jackperkins12,NemoHoes,Tue Jun 05 03:27:13 +0000 2012,[],"Colorado Springs, CO",OH✈️CO | Remember The Ones That Said You Couldn't Do It Are Watching 👀
